image_id,image_path,y_true,y_pred,predicted_confidence,true_class_probability,confidence_gap,prob_0,prob_1,prob_2,prob_3
2496,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_2497.png,2,0,0.9652534127235413,0.034698404371738434,0.9305550083518028,0.9652534127235413,3.576928793336265e-05,0.034698404371738434,1.2449425412341952e-05
650,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_651.png,1,3,0.9636009931564331,0.015795376151800156,0.947805617004633,0.0004141900863032788,0.015795376151800156,0.02018950693309307,0.9636009931564331
4751,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_4752.png,2,1,0.9623668193817139,0.03368756175041199,0.9286792576313019,0.00034881880856119096,0.9623668193817139,0.03368756175041199,0.0035968152806162834
6977,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_6978.png,1,3,0.9537869691848755,0.017901703715324402,0.9358852654695511,0.0005692560225725174,0.017901703715324402,0.02774207480251789,0.9537869691848755
2959,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_2960.png,1,2,0.9439455270767212,0.05373653024435043,0.8902089968323708,0.00026374970912002027,0.05373653024435043,0.9439455270767212,0.002054149517789483
872,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_873.png,3,1,0.9226068258285522,0.02725241892039776,0.8953544069081545,0.0004607467562891543,0.9226068258285522,0.04968004301190376,0.02725241892039776
2130,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_2131.png,2,3,0.9056050777435303,0.09340036660432816,0.8122047111392021,0.0003042566531803459,0.0006903340108692646,0.09340036660432816,0.9056050777435303
5753,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_5754.png,1,3,0.9030061364173889,0.08017394691705704,0.8228321895003319,0.0006648086127825081,0.08017394691705704,0.016155095770955086,0.9030061364173889
3487,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_3488.png,3,1,0.8812466263771057,0.11692275106906891,0.7643238753080368,0.00010397504229331389,0.8812466263771057,0.0017266767099499702,0.11692275106906891
7055,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_7056.png,2,1,0.8612925410270691,0.13504770398139954,0.7262448370456696,0.00025741462013684213,0.8612925410270691,0.13504770398139954,0.0034022878389805555
3043,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_3044.png,3,1,0.8448175191879272,0.14979900419712067,0.6950185149908066,0.0013582431711256504,0.8448175191879272,0.004025145899504423,0.14979900419712067
2093,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_2094.png,1,2,0.8443247675895691,0.1462019830942154,0.6981227844953537,0.0011588303605094552,0.1462019830942154,0.8443247675895691,0.008314368315041065
1964,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_1965.png,3,2,0.7711796760559082,0.22592467069625854,0.5452550053596497,0.0019714096561074257,0.000924231018871069,0.7711796760559082,0.22592467069625854
5758,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_5759.png,3,2,0.7673245668411255,0.231142058968544,0.5361825078725815,0.0006774176144972444,0.0008559466223232448,0.7673245668411255,0.231142058968544
8357,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_8358.png,3,2,0.7627280950546265,0.23131324350833893,0.5314148515462875,0.0005534369847737253,0.0054051741026341915,0.7627280950546265,0.23131324350833893
5678,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_5679.png,2,1,0.7527677416801453,0.20875993371009827,0.544007807970047,0.0013326123589649796,0.7527677416801453,0.20875993371009827,0.037139732390642166
8440,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_8441.png,1,2,0.724289059638977,0.2735828161239624,0.45070624351501465,0.0002754070155788213,0.2735828161239624,0.724289059638977,0.001852746238000691
2331,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_2332.png,2,0,0.7230731248855591,0.27180132269859314,0.45127180218696594,0.7230731248855591,0.0005096032400615513,0.27180132269859314,0.0046159387566149235
5127,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_5128.png,2,3,0.7041310667991638,0.2953912317752838,0.40873983502388,0.0002527227043174207,0.00022495303710456938,0.2953912317752838,0.7041310667991638
6026,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_6027.png,3,2,0.678690493106842,0.3211967647075653,0.35749372839927673,9.273166506318375e-05,1.9956069081672467e-05,0.678690493106842,0.3211967647075653
3571,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_3572.png,1,2,0.6768327951431274,0.32297831773757935,0.3538544774055481,7.274149538716301e-05,0.32297831773757935,0.6768327951431274,0.00011619934957707301
577,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_578.png,1,3,0.6501651406288147,0.055556848645210266,0.5946082919836044,0.0008053795900195837,0.055556848645210266,0.29347264766693115,0.6501651406288147
6804,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_6805.png,2,1,0.6246593594551086,0.35989582538604736,0.2647635340690613,0.0011350619606673717,0.6246593594551086,0.35989582538604736,0.014309721998870373
649,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_650.png,2,3,0.6184791922569275,0.36854156851768494,0.24993762373924255,0.0007500656647607684,0.01222913432866335,0.36854156851768494,0.6184791922569275
896,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_897.png,1,3,0.6063371896743774,0.3821360170841217,0.22420117259025574,0.0019305230816826224,0.3821360170841217,0.009596241638064384,0.6063371896743774
3034,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_3035.png,1,3,0.6033598184585571,0.39654529094696045,0.20681452751159668,5.304549995344132e-05,0.39654529094696045,4.1812167182797566e-05,0.6033598184585571
1234,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_1235.png,3,2,0.5715488791465759,0.4128645658493042,0.15868431329727173,0.0005247385706752539,0.015061874873936176,0.5715488791465759,0.4128645658493042
24,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_25.png,2,3,0.5713843107223511,0.42589709162712097,0.1454872190952301,0.0007171204197220504,0.0020014483015984297,0.42589709162712097,0.5713843107223511
8225,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_8226.png,2,1,0.5466795563697815,0.451486200094223,0.09519335627555847,0.00022739722044207156,0.5466795563697815,0.451486200094223,0.0016068823169916868
7744,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_7745.png,1,2,0.5377061367034912,0.458763986825943,0.07894214987754822,0.00022997985070105642,0.458763986825943,0.5377061367034912,0.003299909643828869
8175,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_8176.png,1,2,0.535250723361969,0.4645636975765228,0.07068702578544617,7.313525566132739e-05,0.4645636975765228,0.535250723361969,0.00011241542233619839
8095,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_8096.png,3,2,0.5125519633293152,0.4834555983543396,0.029096364974975586,0.0004458233597688377,0.0035465769469738007,0.5125519633293152,0.4834555983543396
7133,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_7134.png,2,1,0.5026390552520752,0.49629929661750793,0.006339758634567261,8.405818516621366e-05,0.5026390552520752,0.49629929661750793,0.0009775320068001747
2481,/Users/gregyoungforever/Documents/ISEP2024-2025/CZ/ML/Exercises/final_project/datasets/x_train/img_2482.png,3,1,0.36726224422454834,0.2978515625,0.06941068172454834,0.002472773427143693,0.36726224422454834,0.3324134945869446,0.2978515625
